SalesID,DateKey,CustomerKey,ProductKey,StoreKey,EmployeeKey,PromotionKey,Quantity,UnitPrice,Discount,SalesAmount,Cost,Profit,Performance
7,20220612,2906,392,46,38,31,1,349.0,0.15,296.65,196.14,100.51,Excellent
15,20220303,501,335,10,57,1,1,1799.1,0.0,1799.1,1021.89,777.21,Excellent
24,20221003,185,52,22,116,1,1,2548.3,0.0,2548.3,1439.79,1108.51,Excellent
27,20220831,1548,414,35,70,1,3,4373.75,0.0,13121.25,7334.78,5786.47,
29,20221211,3252,413,36,8,16,1,2299.0,0.12,2023.12,1492.05,531.07,Good
43,20221006,1734,392,10,152,1,2,349.0,0.0,698.0,392.28,305.72,Excellent
53,20221214,768,484,8,204,1,1,2643.85,0.0,2643.85,1800.46,843.39,Excellent
59,20220524,3556,519,28,25,25,1,349.0,0.28,251.28,198.23,53.05,Good
60,20220312,167,148,50,123,1,1,2643.85,0.0,2643.85,1945.87,697.98,Good
67,20221114,368,549,29,135,1,1,999.0,0.0,999.0,620.38,378.62,
77,20220107,188,528,11,94,1,1,899.0,0.0,899.0,516.92,382.08,Excellent
81,20220414,379,557,50,121,26,2,1299.0,0.12,2286.24,1558.8,727.44,Excellent
84,20221011,2841,378,50,249,1,1,1723.85,0.0,1723.85,1325.64,398.21,Good
86,20220730,4666,414,28,185,1,1,4373.75,0.0,4373.75,2444.93,1928.82,Excellent
98,20220124,4065,389,6,240,1,2,1148.85,0.0,2297.7,1693.4,604.3,Good
109,20220616,2799,375,28,240,1,3,2548.98,0.0,7646.94,4779.34,2867.6,Excellent
116,20220319,2918,599,33,64,1,1,1099.0,0.0,1099.0,675.88,423.12,Excellent
125,20220622,470,437,8,57,1,3,2068.85,0.0,6206.55,4555.61,1650.94,Good
141,20221124,1597,90,50,76,1,3,1678.6,0.0,5035.8,3615.7,1420.1,Good
146,20221016,4178,521,4,10,35,2,1078.92,0.15,1834.16,1279.6,554.56,Excellent
150,20221109,2803,236,37,227,40,1,336.15,0.18,275.64,264.55,11.09,Poor
172,20220423,668,73,31,242,1,1,2499.0,0.0,2499.0,1814.27,684.73,Good
189,20221225,1853,429,42,91,6,4,399.0,0.25,1197.0,952.81,244.19,Good
190,20220902,4582,177,12,53,30,2,2068.85,0.18,3392.91,2565.37,827.54,Good
196,20220417,3131,13,5,48,1,2,1608.85,0.0,3217.7,1830.87,1386.83,Excellent
197,20220130,4757,38,35,67,29,1,284.58,0.15,241.89,157.94,83.95,Excellent
201,20221006,4786,628,18,179,22,3,2499.0,0.25,5622.75,4243.3,1379.45,Good
206,20220812,2166,519,8,93,5,1,349.0,0.1,314.1,198.23,115.87,Excellent
210,20221220,4029,585,8,226,1,4,249.0,0.0,996.0,754.97,241.03,Good
211,20220109,743,624,1,119,10,2,349.0,0.1,628.2,540.25,87.95,Average
215,20220909,1984,285,3,127,28,1,749.0,0.1,674.1,592.46,81.64,Average
221,20220305,4478,260,18,153,34,1,1186.92,0.22,925.8,707.4,218.4,Good
226,20220414,4433,210,8,76,1,2,1948.7,0.0,3897.4,2856.79,1040.61,Good
235,20220915,3184,102,33,138,32,1,2608.55,0.2,2086.84,1515.57,571.27,Good
238,20220115,1798,634,35,232,1,3,699.0,0.0,2097.0,1432.25,664.75,Excellent
245,20220220,1559,695,28,25,9,2,699.0,0.3,978.6,858.37,120.23,Average
252,20220316,2881,419,6,118,1,2,1263.85,0.0,2527.7,1966.55,561.15,Good
256,20220224,4978,546,45,242,1,1,899.0,0.0,899.0,641.89,257.11,Good
274,20220225,1618,179,46,227,1,3,1402.92,0.0,4208.76,3089.23,1119.53,Good
275,20220323,4711,18,8,139,1,1,1753.65,0.0,1753.65,1232.82,520.83,Good
276,20221031,2525,181,4,27,9,1,2242.98,0.3,1570.09,1520.74,49.35,Poor
282,20221113,1288,76,49,234,1,1,3498.75,0.0,3498.75,2620.56,878.19,Good
289,20220608,1077,581,20,62,1,1,699.0,0.0,699.0,557.8,141.2,Good
295,20221127,4459,178,43,70,20,3,1558.8,0.15,3974.94,2600.08,1374.86,Excellent
301,20221010,1729,225,11,14,1,1,629.1,0.0,629.1,405.14,223.96,Excellent
302,20221214,1416,170,2,5,22,1,699.0,0.25,524.25,426.39,97.86,Good
306,20220407,4592,192,50,86,1,1,100.98,0.0,100.98,73.51,27.47,Good
310,20220913,52,129,15,88,1,1,449.0,0.0,449.0,294.1,154.9,Excellent
316,20221103,2390,566,37,209,1,1,549.0,0.0,549.0,427.67,121.33,Good
341,20220902,4488,511,40,176,1,1,861.35,0.0,861.35,521.98,339.37,Excellent
350,20220317,617,484,30,95,25,2,2643.85,0.28,3807.14,3600.92,206.22,Poor
359,20220410,956,538,29,202,25,3,1599.0,0.28,3453.84,3693.69,-239.85,Poor
361,20220531,1406,19,48,156,1,1,778.8,0.0,778.8,456.38,322.42,Excellent
363,20220303,4411,152,3,167,17,1,649.0,0.18,532.18,515.96,16.22,Poor
377,20221126,381,590,5,239,1,1,1499.0,0.0,1499.0,863.42,635.58,Excellent
379,20221101,1581,148,20,138,1,1,2643.85,0.0,2643.85,1945.87,697.98,Good
388,20221221,3310,75,32,174,1,1,2208.7,0.0,2208.7,1281.05,927.65,Excellent
390,20220920,4743,498,2,1,35,1,538.8,0.15,457.98,333.52,124.46,Good
393,20221128,1254,471,11,185,25,1,49.0,0.28,35.28,37.78,-2.5,Poor
401,20221205,3345,30,30,231,30,1,304.98,0.18,250.08,192.75,57.33,Good
404,20220827,3260,24,19,163,5,5,2158.65,0.1,9713.93,6745.78,2968.15,Excellent
410,20221125,530,603,37,97,1,2,579.0,0.0,1158.0,737.65,420.35,Excellent
412,20220408,3452,120,11,239,10,2,449.0,0.1,808.2,694.15,114.05,Average
415,20220209,4677,416,5,110,13,1,253.98,0.4,152.39,145.02,7.37,Poor
416,20221218,779,75,2,240,32,1,2208.7,0.2,1766.96,1281.05,485.91,Good
421,20220309,822,99,25,137,2,1,349.0,0.15,296.65,199.98,96.67,Excellent
422,20220517,498,588,36,119,1,1,1299.0,0.0,1299.0,1009.32,289.68,Good
426,20221104,3573,99,31,73,16,1,349.0,0.12,307.12,199.98,107.14,Excellent
431,20221010,4993,419,34,105,7,1,1263.85,0.2,1011.08,983.28,27.8,Poor
434,20220411,498,157,40,56,12,2,322.92,0.05,613.55,389.44,224.11,Excellent
448,20221029,1278,220,46,14,28,2,49.0,0.1,88.2,77.03,11.17,Average
449,20220519,2915,151,50,113,36,4,999.0,0.1,3596.4,2681.32,915.08,Good
450,20220409,2075,94,16,89,33,4,598.8,0.12,2107.78,1798.8,308.98,Average
453,20220422,1920,676,1,97,1,1,109.0,0.0,109.0,72.92,36.08,Excellent
464,20220421,756,274,44,250,1,1,1348.65,0.0,1348.65,836.16,512.49,Excellent
470,20220914,1384,645,10,197,1,1,1799.0,0.0,1799.0,1401.42,397.58,Good
471,20220902,674,104,45,246,1,2,561.25,0.0,1122.5,653.29,469.21,Excellent
478,20221203,3074,496,44,50,18,1,999.0,0.3,699.3,654.34,44.96,Poor
481,20220128,3749,221,43,238,1,3,1753.65,0.0,5260.95,3224.96,2035.99,Excellent
485,20220319,1817,238,30,190,1,1,309.15,0.0,309.15,242.37,66.78,Good
487,20220320,4157,37,40,206,1,3,599.0,0.0,1797.0,1144.69,652.31,Excellent
494,20220427,4158,549,22,155,1,2,999.0,0.0,1998.0,1240.76,757.24,Excellent
495,20221012,850,106,35,205,7,1,1318.8,0.2,1055.04,847.99,207.05,Good
502,20220127,501,395,11,40,6,1,3248.75,0.25,2436.56,2488.54,-51.98,Poor
508,20220117,167,511,15,133,1,1,861.35,0.0,861.35,521.98,339.37,Excellent
524,20220928,917,285,13,49,1,1,749.0,0.0,749.0,592.46,156.54,Good
526,20220302,4640,121,17,92,1,1,299.0,0.0,299.0,230.83,68.17,Good
529,20220526,2276,384,26,54,1,5,79.79,0.0,398.95,269.29,129.66,Excellent
532,20220804,2121,177,22,243,33,1,2068.85,0.12,1820.59,1282.69,537.9,Good
550,20220412,1311,530,34,138,26,1,876.15,0.12,771.01,565.12,205.89,Good
555,20220912,3129,341,37,202,1,4,2499.0,0.0,9996.0,6187.52,3808.48,Excellent
558,20220915,4739,74,2,188,1,1,649.0,0.0,649.0,375.12,273.88,Excellent
566,20220121,89,587,11,174,1,2,3499.0,0.0,6998.0,4310.77,2687.23,Excellent
571,20220815,1122,332,46,235,28,1,179.0,0.1,161.1,143.2,17.9,Average
574,20221125,1003,56,44,69,2,1,1699.0,0.15,1444.15,973.53,470.62,Excellent
586,20220819,1883,455,4,226,1,1,418.8,0.0,418.8,242.9,175.9,Excellent
588,20220109,3894,136,16,43,1,2,3899.0,0.0,7798.0,6121.43,1676.57,Good
589,20220308,196,2,5,109,1,1,1483.65,0.0,1483.65,967.34,516.31,Excellent
599,20220730,2584,319,32,190,8,2,1378.85,0.35,1792.5,1616.01,176.49,Average
603,20220427,4099,507,43,227,34,3,861.35,0.22,2015.56,2018.14,-2.58,Poor
604,20221112,2237,74,7,41,26,1,649.0,0.12,571.12,375.12,196.0,Excellent
609,20221112,1036,505,27,2,2,1,723.55,0.15,615.02,544.83,70.19,Average
611,20220825,2826,318,8,213,5,2,694.8,0.1,1250.64,836.54,414.1,Excellent
613,20220127,1971,257,30,235,29,1,1896.35,0.15,1611.9,1054.37,557.53,Excellent
621,20220418,3355,158,32,187,36,3,376.92,0.1,1017.68,655.84,361.84,Excellent
623,20220908,406,682,36,60,33,1,2499.0,0.12,2199.12,1801.78,397.34,Good
627,20220630,5,279,31,35,1,2,908.7,0.0,1817.4,1012.29,805.11,Excellent
631,20220626,1357,194,14,70,1,1,606.15,0.0,606.15,343.08,263.07,Excellent
633,20220504,3096,557,31,73,1,3,1299.0,0.0,3897.0,2338.2,1558.8,Excellent
638,20220909,1684,116,7,187,1,1,1493.85,0.0,1493.85,1141.3,352.55,Good
643,20220622,2199,135,28,145,16,2,4248.3,0.12,7477.01,6669.83,807.18,Average
644,20221107,4889,604,11,46,38,3,329.0,0.25,740.25,590.23,150.02,Good
649,20221018,3650,291,40,208,2,1,3623.55,0.15,3080.02,2829.99,250.03,Average
653,20221009,2550,405,43,248,19,3,249.0,0.22,582.66,448.2,134.46,Good
686,20220103,1365,205,34,236,23,2,502.88,0.2,804.61,722.14,82.47,Average
689,20221214,1267,419,30,202,1,2,1263.85,0.0,2527.7,1966.55,561.15,Good
703,20221220,3289,277,3,59,1,1,179.0,0.0,179.0,112.05,66.95,Excellent
707,20221101,3255,509,23,225,1,1,2753.55,0.0,2753.55,1842.12,911.43,Excellent
713,20220120,1053,346,49,74,1,2,334.8,0.0,669.6,413.81,255.79,Excellent
718,20221108,1227,32,10,193,31,1,705.99,0.15,600.09,446.19,153.9,Good
723,20220116,3887,315,18,236,36,2,1169.1,0.1,2104.38,1377.2,727.18,Excellent
730,20220419,2243,314,6,158,1,1,849.0,0.0,849.0,499.21,349.79,Excellent
