SalesID,DateKey,CustomerKey,ProductKey,StoreKey,EmployeeKey,PromotionKey,Quantity,UnitPrice,Discount,SalesAmount,Cost,Profit,Performance
6,20251201,763,554,37,31,1,2,999.0,0.0,1998.0,1470.53,527.47,Good
10,20250108,1448,157,37,27,1,3,322.92,0.0,968.76,584.16,384.6,Excellent
19,20250412,3907,157,32,53,36,1,322.92,0.1,290.63,194.72,95.91,Excellent
39,20250822,601,326,37,25,40,1,1999.0,0.18,1639.18,1301.35,337.83,Good
41,20251109,3778,132,38,148,1,1,479.0,0.0,479.0,288.84,190.16,Excellent
44,20251211,4823,216,41,187,1,1,170.69,0.0,170.69,134.16,36.53,Good
49,20251127,2907,252,16,186,1,2,2523.99,0.0,5047.98,3351.86,1696.12,
52,20250824,2539,671,46,141,11,4,349.0,0.25,1047.0,848.77,198.23,Good
62,20251021,1275,532,35,115,28,1,1953.85,0.1,1758.46,1127.37,631.09,Excellent
66,20250101,367,260,22,117,13,3,1186.92,0.4,2136.46,2122.21,14.25,Poor
68,20250220,384,36,43,218,5,1,499.0,0.1,449.1,329.34,119.76,Good
76,20250804,954,414,5,9,4,1,4373.75,0.2,3499.0,2444.93,1054.07,Excellent
79,20250616,4147,394,21,247,22,1,1499.0,0.25,1124.25,1034.31,89.94,Average
82,20250104,1615,340,42,80,1,1,514.8,0.0,514.8,357.27,157.53,Excellent
83,20250127,1760,697,16,43,1,1,429.0,0.0,429.0,290.43,138.57,Excellent
91,20250128,4813,286,40,35,1,3,299.0,0.0,897.0,550.76,346.24,Excellent
93,20250424,2042,429,24,13,1,2,399.0,0.0,798.0,476.41,321.59,Excellent
97,20250521,1796,638,49,96,13,2,2599.0,0.4,3118.8,3836.12,-717.32,Poor
100,20251227,2282,292,29,51,1,1,976.35,0.0,976.35,650.25,326.1,Excellent
103,20250605,3509,21,14,189,34,1,3499.0,0.22,2729.22,2757.21,-27.99,Poor
105,20251023,1435,46,1,125,1,4,70.38,0.0,281.52,203.54,77.98,Good
106,20251106,3206,482,22,125,1,1,2249.1,0.0,2249.1,1648.59,600.51,Good
110,20250425,2783,499,7,180,1,2,1186.92,0.0,2373.84,1794.62,579.22,Good
112,20251013,3386,144,3,119,22,1,1838.85,0.25,1379.14,1292.71,86.43,Poor
113,20250404,4025,592,19,87,1,2,1599.0,0.0,3198.0,2452.87,745.13,Good
114,20250722,4635,349,15,213,37,3,1231.05,0.2,2954.52,2858.5,96.02,Poor
127,20250304,1494,132,6,5,22,1,479.0,0.25,359.25,288.84,70.41,Good
135,20250716,2591,125,39,68,30,3,2078.7,0.18,5113.6,4034.76,1078.84,Good
136,20250129,774,426,9,231,1,5,1199.0,0.0,5995.0,3423.14,2571.86,Excellent
142,20250702,4977,462,47,98,36,2,2463.55,0.1,4434.39,3409.55,1024.84,Good
145,20250218,3594,346,32,237,1,2,334.8,0.0,669.6,413.81,255.79,Excellent
147,20251007,2561,404,39,115,38,1,3899.0,0.25,2924.25,2183.44,740.81,Good
154,20250630,275,335,2,84,16,2,1799.1,0.12,3166.42,2043.78,1122.64,Excellent
155,20250523,3502,335,46,129,10,1,1799.1,0.1,1619.19,1021.89,597.3,Excellent
158,20250728,3056,394,34,149,1,1,1499.0,0.0,1499.0,1034.31,464.69,Excellent
166,20251022,2621,69,44,237,14,1,1623.75,0.1,1461.38,1091.16,370.22,Good
167,20251217,28,594,33,193,2,2,1499.0,0.15,2548.3,1648.9,899.4,Excellent
168,20250331,1608,138,11,247,1,1,1099.0,0.0,1099.0,845.13,253.87,Good
170,20250301,1948,173,44,228,40,3,1449.0,0.18,3564.54,2729.92,834.62,Good
