SalesID,DateKey,CustomerKey,ProductKey,StoreKey,EmployeeKey,PromotionKey,Quantity,UnitPrice,Discount,SalesAmount,Cost,Profit,Performance
9,20240411,1702,229,18,88,12,1,1666.35,0.05,1583.03,1191.44,391.59,Good
11,20240316,2535,583,49,155,1,1,299.0,0.0,299.0,218.57,80.43,Good
12,20240112,4013,15,5,80,8,2,2173.55,0.35,2825.62,3121.22,-295.6,Poor
14,20240321,4311,40,42,242,17,2,1818.7,0.18,2982.67,2306.11,676.56,Good
21,20241102,2508,462,12,122,1,2,2463.55,0.0,4927.1,3409.55,1517.55,Excellent
26,20240318,2308,264,6,45,8,1,4758.3,0.35,3092.9,3264.19,-171.29,Poor
31,20241119,1496,236,43,28,2,1,336.15,0.15,285.73,264.55,21.18,Poor
38,20240228,320,624,22,24,1,1,349.0,0.0,349.0,270.13,78.87,Good
40,20240613,4268,541,21,127,1,3,538.65,0.0,1615.95,909.78,706.17,Excellent
46,20240515,304,124,32,120,28,1,2499.0,0.1,2249.1,1414.43,834.67,Excellent
47,20240521,1784,675,50,113,1,2,79.0,0.0,158.0,95.27,62.73,Excellent
48,20240323,3810,691,11,150,1,1,899.0,0.0,899.0,584.35,314.65,Excellent
50,20241127,377,30,45,207,38,1,304.98,0.25,228.74,192.75,35.99,Average
54,20240316,1189,305,5,98,1,1,1348.65,0.0,1348.65,1068.13,280.52,Good
55,20240318,2879,418,17,236,1,1,4418.3,0.0,4418.3,2743.76,1674.54,Excellent
56,20240311,790,171,1,92,5,3,479.0,0.1,1293.3,885.19,408.11,Excellent
58,20240527,2883,44,13,4,1,2,1438.8,0.0,2877.6,1749.58,1128.02,Excellent
63,20240905,2121,124,12,246,1,4,2499.0,0.0,9996.0,5657.74,4338.26,Excellent
65,20240814,4027,224,1,135,1,1,799.0,0.0,799.0,516.15,282.85,Excellent
69,20240830,4443,221,49,169,21,1,1753.65,0.1,1578.28,1074.99,503.29,Excellent
70,20240705,1454,419,27,225,1,2,1263.85,0.0,2527.7,1966.55,561.15,Good
78,20240501,339,405,49,8,13,1,249.0,0.4,149.4,149.4,0.0,Poor
88,20240528,1655,673,3,27,1,1,79.0,0.0,79.0,50.8,28.2,Excellent
92,20241210,4590,308,43,206,1,2,862.92,0.0,1725.84,1014.79,711.05,Excellent
95,20240810,3962,532,46,131,6,3,1953.85,0.25,4396.16,3382.11,1014.05,Good
104,20241226,1174,506,27,112,1,2,273.75,0.0,547.5,359.16,188.34,Excellent
108,20241226,1358,84,34,30,1,2,159.0,0.0,318.0,213.7,104.3,Excellent
111,20241101,773,75,22,82,36,1,2208.7,0.1,1987.83,1281.05,706.78,Excellent
119,20240310,3417,666,6,87,22,2,349.0,0.25,523.5,428.57,94.93,Good
121,20240708,3808,646,22,9,1,1,1699.0,0.0,1699.0,1073.77,625.23,Excellent
128,20240405,959,673,5,140,1,2,79.0,0.0,158.0,101.59,56.41,Excellent
130,20241130,2301,50,47,115,1,1,1699.0,0.0,1699.0,1197.79,501.21,Good
132,20241212,4333,532,28,239,17,2,1953.85,0.18,3204.31,2254.74,949.57,Good
133,20240215,1856,77,41,29,1,2,355.98,0.0,711.96,540.38,171.58,Good
138,20240220,3403,301,24,103,28,1,1593.55,0.1,1434.2,1037.4,396.8,Good
140,20240723,4852,24,31,97,26,3,2158.65,0.12,5698.84,4047.47,1651.37,Good
143,20240129,3851,51,5,39,12,1,763.98,0.05,725.78,424.01,301.77,Excellent
144,20240828,1865,346,16,190,2,3,334.8,0.15,853.74,620.72,233.02,Good
148,20241118,3172,434,43,98,38,2,868.55,0.25,1302.82,1080.48,222.34,Average
153,20240719,3964,336,36,49,3,3,2873.85,0.3,6035.08,6543.76,-508.68,Poor
157,20240205,802,22,34,193,40,2,699.0,0.18,1146.36,932.47,213.89,Good
165,20240905,1457,626,45,81,1,1,139.0,0.0,139.0,94.1,44.9,Excellent
169,20240221,2583,692,10,39,12,1,799.0,0.05,759.05,553.71,205.34,Good
173,20240221,4636,246,35,71,38,1,241.65,0.25,181.24,192.6,-11.36,Poor
176,20240629,1433,130,48,194,16,2,1948.7,0.12,3429.71,2954.23,475.48,Average
178,20240412,3371,626,43,52,1,2,139.0,0.0,278.0,188.21,89.79,Excellent
181,20240513,1436,322,36,92,3,2,499.0,0.3,698.6,710.58,-11.98,Poor
193,20240107,1704,394,1,70,16,1,1499.0,0.12,1319.12,1034.31,284.81,Good
202,20241227,4014,610,17,10,19,1,1399.0,0.22,1091.22,787.64,303.58,Good
204,20240413,3171,14,29,208,1,1,1619.1,0.0,1619.1,892.12,726.98,Excellent
207,20241102,4456,502,19,62,1,1,3937.99,0.0,3937.99,3095.26,842.73,Good
212,20240901,2686,77,27,167,1,2,355.98,0.0,711.96,540.38,171.58,Good
218,20240424,3699,510,27,219,25,1,306.6,0.28,220.75,243.13,-22.38,Poor
219,20240717,3022,498,45,216,13,2,538.8,0.4,646.56,667.03,-20.47,Poor
220,20240126,3364,604,29,28,1,2,329.0,0.0,658.0,393.48,264.52,Excellent
222,20240824,1156,480,8,105,30,1,1103.3,0.18,904.71,803.2,101.51,Average
228,20240725,3725,603,21,224,1,3,579.0,0.0,1737.0,1106.47,630.53,Excellent
229,20241207,1614,509,9,3,4,1,2753.55,0.2,2202.84,1842.12,360.72,Average
232,20240422,3608,375,38,180,1,2,2548.98,0.0,5097.96,3186.22,1911.74,Excellent
234,20240705,2255,335,31,100,25,2,1799.1,0.28,2590.7,2043.78,546.92,Good
241,20240221,1258,353,40,200,31,1,2499.0,0.15,2124.15,1521.89,602.26,Good
247,20241204,811,634,43,6,1,2,699.0,0.0,1398.0,954.83,443.17,Excellent
248,20240331,4683,532,15,161,13,1,1953.85,0.4,1172.31,1127.37,44.94,Poor
249,20240813,1551,132,43,238,19,1,479.0,0.22,373.62,288.84,84.78,Good
253,20241102,467,594,36,188,8,2,1499.0,0.35,1948.7,1648.9,299.8,Average
258,20241115,211,585,37,101,1,2,249.0,0.0,498.0,377.48,120.52,Good
266,20241122,163,84,30,99,1,1,159.0,0.0,159.0,106.85,52.15,Excellent
267,20241024,3010,219,46,184,1,3,1099.0,0.0,3297.0,2462.86,834.14,Good
270,20240616,2265,308,37,180,26,3,862.92,0.12,2278.11,1522.19,755.92,Excellent
271,20240110,1941,220,44,63,1,1,49.0,0.0,49.0,38.51,10.49,Good
279,20240219,4996,648,1,154,36,1,1499.0,0.1,1349.1,855.93,493.17,Excellent
286,20240425,3138,54,21,90,1,3,799.0,0.0,2397.0,1359.1,1037.9,Excellent
288,20240329,2388,673,6,168,10,4,79.0,0.1,284.4,203.19,81.21,Good
292,20240930,2147,688,24,81,1,1,1099.0,0.0,1099.0,725.34,373.66,Excellent
300,20241211,4231,412,20,63,13,3,2248.75,0.4,4047.75,5073.18,-1025.43,Poor
303,20240309,3424,225,12,107,1,1,629.1,0.0,629.1,405.14,223.96,Excellent
305,20240618,2744,73,21,226,17,1,2499.0,0.18,2049.18,1814.27,234.91,Average
312,20241208,1827,454,7,150,1,2,1513.99,0.0,3027.98,1771.37,1256.61,
331,20241023,3022,601,5,182,1,1,2299.0,0.0,2299.0,1779.43,519.57,Good
332,20240211,1550,380,39,118,1,2,554.49,0.0,1108.98,653.19,455.79,Excellent
333,20240114,2643,663,32,215,4,1,649.0,0.2,519.2,373.17,146.03,
334,20241007,251,28,43,146,17,2,376.65,0.18,617.71,529.57,88.14,Average
337,20240208,4889,70,24,56,1,2,2208.7,0.0,4417.4,3017.08,1400.32,Excellent
346,20241227,1753,551,42,162,15,4,599.0,0.15,2036.6,1602.92,433.68,Good
354,20240916,1745,490,35,36,18,3,799.0,0.3,1677.9,1788.16,-110.26,Poor
358,20240726,794,508,48,157,1,1,100.98,0.0,100.98,64.02,36.96,Excellent
367,20241202,4044,551,35,123,1,5,599.0,0.0,2995.0,2003.66,991.34,Excellent
368,20240402,2843,309,26,106,40,2,406.98,0.18,667.45,493.26,174.19,Good
374,20241017,4792,539,21,71,1,1,665.85,0.0,665.85,493.39,172.46,Good
376,20240824,314,195,10,64,33,1,39.0,0.12,34.32,23.98,10.34,Excellent
380,20240320,2287,332,26,151,9,1,179.0,0.3,125.3,143.2,-17.9,Poor
384,20240104,3452,633,27,7,1,1,449.0,0.0,449.0,274.34,174.66,Excellent
392,20241126,693,222,14,13,36,2,1299.0,0.1,2338.2,1686.1,652.1,Good
405,20240403,4828,181,46,214,12,3,2242.98,0.05,6392.49,4562.22,1830.27,Good
406,20240218,128,464,11,24,1,2,2988.7,0.0,5977.4,4094.52,1882.88,Excellent
408,20240319,3798,486,27,175,1,1,973.7,0.0,973.7,676.72,296.98,Excellent
424,20240325,1568,368,11,122,30,4,69.0,0.18,226.32,164.22,62.1,Good
428,20240922,2856,570,32,78,1,3,1299.0,0.0,3897.0,2739.59,1157.41,Good
440,20241124,2544,314,23,166,18,1,849.0,0.3,594.3,499.21,95.09,Average
443,20240413,4307,569,29,167,1,4,1599.0,0.0,6396.0,4598.72,1797.28,Good
452,20240514,1201,447,37,48,21,1,1618.65,0.1,1456.78,1154.1,302.68,Good
455,20240413,1029,431,2,239,1,1,2463.55,0.0,2463.55,1739.27,724.28,Good
458,20241010,3428,111,46,77,40,4,2173.55,0.18,7129.24,5590.37,1538.87,Good
460,20240911,2416,119,32,38,1,2,2463.55,0.0,4927.1,2961.19,1965.91,Excellent
463,20241112,3168,27,34,239,19,1,403.65,0.22,314.85,299.1,15.75,Poor
465,20241101,4758,211,39,69,2,2,1688.7,0.15,2870.79,2252.73,618.06,Good
467,20240511,4285,645,37,140,34,2,1799.0,0.22,2806.44,2802.84,3.6,Poor
